0.02164654	304.593	18.504	-937.771	-1223.86	-41.348	-22.844	0.74	-0.06	0.25	5	100	118	11.51	0	55:69,56:68,57:67,58:66,59:65
0.02164654	239.958	13.698	-509.995	-736.255	-48.577	-34.879	0.98	0.47	0.71	6	100	118	11.51	0	90:106,91:105,92:104,93:103,94:102,95:101
0.02536594	101.036	16.198	-323.552	-408.39	-24.33	-8.132	0.96	0.28	0.76	5	100	118	11.51	0	12:41,13:40,14:39,15:38,16:37
0.02602584	98.608	4.057	-134.665	-229.216	-21.382	-17.324	1	0.13	0.93	4	100	118	11.51	0	42:81,43:80,44:79,45:78
0.06257999	48.846	5.364	-190.873	-234.356	-25.449	-20.085	0.99	0.03	0.96	4	100	118	11.51	0	25:82,26:81,27:80,28:79
0.06739922	45.492	17.819	-269.785	-297.458	-34.956	-17.136	0.94	-0.08	0.91	4	100	118	11.51	0	24:89,25:88,26:87,27:86
0.1054431	22.733	9.736	-189.175	-202.171	-25.942	-16.206	0.95	0.04	0.9	4	100	118	11.51	0	18:41,19:40,20:39,21:38
0.1103024	20.295	9.149	-169.801	-180.947	-21.424	-12.275	0.98	-0.05	0.98	4	100	118	11.51	0	4:79,5:78,6:77,7:76
0.1213306	15.054	4.452	-366.122	-376.724	-9.424	-4.972	0.94	0.25	0.78	4	100	118	11.51	0	14:81,15:80,16:79,17:78
0.1418673	5.895	14.908	-255.005	-245.992	-20.627	-5.719	0.97	0.03	0.92	4	100	118	11.51	0	103:115,104:114,105:113,106:112
0.1595545	-1.719	9.79	-251.884	-240.374	-18.613	-8.822	0.96	-0.04	0.94	4	100	118	11.51	0	1:111,2:110,3:109,4:108
0.1707727	-6.578	11.274	-200.882	-183.03	-23.028	-11.754	0.98	-0.04	0.98	4	100	118	11.51	0	1:23,2:22,3:21,4:20
0.1885598	-13.945	7.384	-294.889	-273.56	-23.296	-15.912	0.93	-0.12	0.91	4	100	118	11.51	0	78:91,79:90,80:89,81:88
0.1962186	-17.213	13.53	-291.989	-261.246	-27.079	-13.549	0.92	-0.03	0.88	4	100	118	11.51	0	24:43,25:42,26:41,27:40
0.2081667	-21.978	7.466	-523.445	-494.001	-37.649	-30.183	0.89	-0.03	0.82	5	100	118	11.51	0	6:107,7:106,8:105,9:104,10:103
0.2430811	-36.587	12.149	-365.344	-316.608	-28.843	-16.694	0.92	-0.1	0.88	4	100	118	11.51	0	24:107,25:106,26:105,27:104
0.2519697	-40.373	12.445	-439.757	-386.939	-19.978	-7.534	0.89	0	0.73	4	100	118	11.51	0	13:105,14:104,15:103,16:102
0.2606783	-44.253	3.94	-360.363	-312.17	-26.823	-22.883	0.88	-0.14	0.88	4	100	118	11.51	0	80:107,81:106,82:105,83:104
0.2698668	-48.052	11.001	-379.317	-320.264	-20.708	-9.707	0.89	0	0.78	4	100	118	11.51	0	37:78,38:77,39:76,40:75
0.3120901	-64.969	11.244	-519.169	-442.956	-40.247	-29.003	0.88	-0.14	0.87	5	100	118	11.51	0	85:108,86:107,87:106,88:105,89:104
0.3180991	-67.671	11.336	-510.567	-431.56	-30.564	-19.228	0.82	-0.11	0.8	5	100	118	11.51	0	39:108,40:107,41:106,42:105,43:104
0.3209087	-68.982	6.925	-614.548	-538.641	-30.481	-23.556	0.7	-0.29	0.76	4	100	118	11.51	0	29:107,30:106,31:105,32:104
0.3264778	-71.29	7.714	-424.018	-345.014	-25.182	-17.468	0.86	-0.11	0.81	4	100	118	11.51	0	75:105,76:104,77:103,78:102
0.3482843	-81.211	11.034	-305.559	-213.315	-26.887	-15.853	0.95	-0.09	0.96	5	100	118	11.51	0	0:23,1:22,2:21,3:20,4:19
0.3712806	-92.372	13.342	-349.08	-243.366	-25.937	-12.595	0.94	-0.08	0.91	5	100	118	11.51	0	0:14,1:13,2:12,3:11,4:10
0.387218	-100.361	13.251	-463.165	-349.553	-24.747	-11.496	0.7	-0.32	0.8	4	100	118	11.51	0	38:110,39:109,40:108,41:107
0.4004959	-107.968	10.929	-376.457	-257.56	-21.083	-10.155	0.89	-0.19	0.9	4	100	118	11.51	0	1:77,2:76,3:75,4:74
0.4102344	-113.38	21.172	-466.396	-331.844	-27.233	-6.061	0.93	-0.11	0.92	8	100	118	11.51	0	0:117,1:116,2:115,3:114,4:113,5:112,6:111,7:110
0.4152236	-116.503	10.862	-335.228	-207.863	-26.135	-15.274	0.96	-0.07	0.96	5	100	118	11.51	0	0:22,1:21,2:20,3:19,4:18
0.4505179	-141.612	7.337	-411.496	-262.547	-18.338	-11.001	0.89	-0.12	0.87	4	100	118	11.51	0	0:20,1:19,2:18,3:17
0.4516177	-142.489	5.536	-507.362	-359.336	-26.457	-20.921	0.87	-0.17	0.87	5	100	118	11.51	0	0:12,1:11,2:10,3:9,4:8
0.4546373	-145.101	16.295	-637.821	-476.425	-42.935	-26.64	0.7	-0.39	0.74	5	100	118	11.51	0	23:51,24:50,25:49,26:48,27:47
0.4616261	-151.207	9.504	-560.585	-399.874	-31.956	-22.451	0.67	-0.47	0.73	4	100	118	11.51	0	47:107,48:106,49:105,50:104
0.4644057	-153.929	8.112	-480.088	-318.047	-19.247	-11.135	0.85	-0.21	0.85	4	100	118	11.51	0	0:109,1:108,2:107,3:106
0.4782435	-167.638	17.186	-799.38	-614.555	-33.335	-16.149	0.64	-0.52	0.69	5	100	118	11.51	0	35:105,36:104,37:103,38:102,39:101
0.5213066	-227.553	14.835	-873.75	-631.362	-36.637	-21.802	0.57	-0.54	0.65	5	100	118	11.51	0	36:95,37:94,38:93,39:92,40:91
0.524766	-233.544	11.765	-822.272	-576.963	-23.669	-11.904	0.47	-0.61	0.63	4	100	118	11.51	0	3:58,4:57,5:56,6:55
0.5282155	-238.394	5.761	-698.559	-454.405	-25.312	-19.551	0.43	-0.58	0.65	4	100	118	11.51	0	3:55,4:54,5:53,6:52
0.5511218	-265.267	10.154	-788.153	-512.733	-21.347	-11.193	0.54	-0.47	0.64	4	100	118	11.51	0	3:71,4:70,5:69,6:68
0.5516217	-265.78	13.749	-798.77	-519.241	-40.293	-26.543	0.7	-0.49	0.7	5	100	118	11.51	0	72:107,73:106,74:105,75:104,76:103
0.5990242	-298.223	4.188	-708.523	-406.113	-31.656	-27.468	0.45	-0.65	0.66	4	100	118	11.51	0	4:52,5:51,6:50,7:49
0.6354883	-316.562	0.921	-1081.803	-764.321	-24.197	-23.276	0.5	-0.63	0.56	4	100	118	11.51	0	95:107,96:106,97:105,98:104
0.7929331	-383.643	0.245	-1069.213	-685.324	-26.855	-26.61	0.39	-0.71	0.56	4	100	118	11.51	0	62:107,63:106,64:105,65:104
0.831427	-400.915	2.383	-1119.239	-715.942	-31.265	-28.882	0.4	-0.68	0.61	5	100	118	11.51	0	56:82,57:81,58:80,59:79,60:78
0.8465446	-407.954	15.708	-1021.311	-597.649	-31.82	-16.113	0.47	-0.58	0.61	4	100	118	11.51	0	25:68,26:67,27:66,28:65
0.8545633	-413.024	2.728	-924.342	-508.59	-31.128	-28.4	0.53	-0.5	0.65	5	100	118	11.51	0	49:81,50:80,51:79,52:78,53:77
0.8781095	-424.81	6.446	-1085.475	-654.219	-29.467	-23.021	0.36	-0.71	0.6	4	100	118	11.51	0	24:65,25:64,26:63,27:62

