1 0.209
2 0.105
3 0.149
4 0.018
5 0.018
6 0.069
7 0.225
8 0.111
9 0.3
10 0.378
11 0.19
12 0.388
13 1.5
14 1.36
15 1.5
16 1.5
17 1.5
18 1.5
19 0.76
20 0.225
21 0.104
22 0.0
23 0.0
24 0.118
25 0.444
26 0.044
27 0.072
28 0.332
29 0.07
30 0.249
31 1.16
32 1.5
33 1.5
34 1.5
35 1.5
36 0.932
37 0.132
38 0.058
39 0.028
40 0.382
41 0.166
42 1.486
43 1.084
44 0.306
45 0.0
46 0.758
47 0.357
48 0.024
49 0.351
50 0.009
51 0.122
52 0.302
53 0.102
54 0.129
55 0.009
56 0.015
57 0.0
58 0.118
59 0.046
60 0.062
61 0.08
